County,Municipality,"Optical/Digital Scan Tabulator (Vendor/Dealer-Model)_x000D_
*Note:  If this municipality uses multiple types of tabulator equipment, please contact the G.A.B. Help Desk at 608-261-2028 or GABHelpDesk@wi.gov.",Accessible Voting Equipment Vendor/Dealer-Model
WOOD - 72,TOWN OF GRAND RAPIDS - 72014,ES&S DS200,ES&S Automark
WOOD - 72,TOWN OF HANSEN - 72016,ES&S DS200,ES&S Automark
WOOD - 72,TOWN OF HILES - 72018,ES&S DS200,ES&S Automark
WOOD - 72,TOWN OF LINCOLN - 72020,ES&S DS200,ES&S Automark
WOOD - 72,TOWN OF MARSHFIELD - 72022,ES&S DS200,ES&S Automark
WOOD - 72,TOWN OF MILLADORE - 72024,ES&S DS200,ES&S Automark
WOOD - 72,TOWN OF PORT EDWARDS - 72026,ES&S DS200,ES&S Automark
WOOD - 72,TOWN OF REMINGTON - 72028,None ,ES&S Automark
WOOD - 72,TOWN OF RICHFIELD - 72030,ES&S DS200,ES&S Automark
WOOD - 72,TOWN OF ROCK - 72032,ES&S DS200,ES&S Automark
WOOD - 72,TOWN OF RUDOLPH - 72034,ES&S DS200,ES&S Automark
WOOD - 72,TOWN OF SARATOGA - 72036,ES&S DS200,ES&S Automark
WOOD - 72,TOWN OF SENECA - 72038,ES&S DS200,ES&S Automark
WOOD - 72,TOWN OF SHERRY - 72040,ES&S DS200,ES&S Automark
WOOD - 72,TOWN OF SIGEL - 72042,ES&S DS200,ES&S Automark
WOOD - 72,TOWN OF WOOD - 72044,ES&S DS200,ES&S Automark
WOOD - 72,VILLAGE OF ARPIN - 72100,ES&S DS200,ES&S Automark
WOOD - 72,VILLAGE OF AUBURNDALE - 72101,ES&S DS200,ES&S Automark
WOOD - 72,VILLAGE OF BIRON - 72106,ES&S DS200,ES&S Automark
WOOD - 72,VILLAGE OF HEWITT - 72122,ES&S DS200,ES&S Automark
WOOD - 72,VILLAGE OF MILLADORE - MAIN - 72151,ES&S DS200,ES&S Automark
WOOD - 72,VILLAGE OF PORT EDWARDS - 72171,ES&S DS200,ES&S Automark
WOOD - 72,VILLAGE OF RUDOLPH - 72178,None ,ES&S Automark
WOOD - 72,VILLAGE OF VESPER - 72186,ES&S DS200,ES&S Automark
